iter	MAE
200	78.51024546
201	78.34718762
202	78.08504994
203	77.95050855
204	77.82782818
205	77.55771303
206	77.12779046
207	77.05782829
208	76.83304667
209	76.65283345
210	76.47739342
211	76.23317007
212	75.9037195
213	75.69757905
214	75.42997266
215	75.15261719
216	75.04450159
217	74.97642991
218	74.90835613
219	74.78037357
220	74.62279121
221	74.44775836
222	74.29985919
223	74.07244506
224	73.94834696
225	73.66950183
226	73.58007563
227	73.47622559
228	73.27521562
229	73.194983
230	72.98345919
231	72.64621439
232	72.51664062
233	72.45093866
234	72.31074373
235	72.16879943
236	72.05493574
237	71.96031722
238	71.79029371
239	71.59913884
240	71.45128178
241	71.24924878
242	71.14068662
243	71.02920703
244	70.71924198
245	70.6204997
246	70.49327103
247	70.14875331
248	70.08403522
249	69.95724465
250	69.90049168
251	69.73361366
252	69.69139029
253	69.56730172
254	69.40978586
255	69.30300418
256	69.09796067
257	68.91355408
258	68.82971882
259	68.65618947
260	68.54054313
261	68.43859007
262	68.26069059
263	68.09668505
264	67.89297582
265	67.77490684
266	67.68234039
267	67.57853497
268	67.42686322
269	67.37988762
270	67.24435567
271	67.15623639
272	67.08427245
273	66.96608854
274	66.93929958
275	66.8754368
276	66.8046591
277	66.65036014
278	66.45250241
279	66.31892013
280	66.21763003
281	66.09441012
282	65.90858439
283	65.76683994
284	65.5373085
285	65.46477283
286	65.25591775
287	65.02636201
288	64.88597985
289	64.86070473
290	64.67157565
291	64.53836538
292	64.37173115
293	64.16918209
294	64.0787026
295	63.86638704
296	63.73882053
297	63.62577571
298	63.52539552
299	63.42835513
300	63.3467943
301	63.253318
302	63.1557562
303	63.05110762
304	62.95468169
305	62.84895365
306	62.62125942
307	62.39371436
308	62.25714484
309	62.21363649
310	61.96247178
311	61.79413988
312	61.6837381
313	61.61177332
314	61.45548252
315	61.34412823
316	61.11374378
317	61.04722934
318	60.9376388
319	60.73159246
320	60.44543459
321	60.29600579
322	60.12654607
323	60.08233008
324	59.91403448
325	59.76661283
326	59.69149163
327	59.5617738
328	59.42957195
329	59.2768209
330	59.15159975
331	59.07127026
332	58.82757158
333	58.72001273
334	58.6526299
335	58.5711571
336	58.45677945
337	58.32724711
338	58.14871074
339	57.93106649
340	57.79724317
341	57.69763951
342	57.510709
343	57.4023811
344	57.27393164
345	57.09948558
346	56.88003043
347	56.83813542
348	56.63499064
349	56.60005899
350	56.55067867
351	56.46755068
352	56.36970679
353	56.23651889
354	56.08429145
355	55.99065805
356	55.9342783
357	55.82909625
358	55.78762506
359	55.65554224
360	55.59811268
361	55.54176512
362	55.49179633
363	55.28718426
364	55.22133643
365	55.19239975
366	55.04108916
367	54.97258645
368	54.84965309
369	54.67746534
370	54.58359284
371	54.54328414
372	54.47595775
373	54.38848741
374	54.35387203
375	54.31793851
376	54.19265705
377	54.15057829
378	53.96298374
379	53.93976579
380	53.87862763
381	53.83915867
382	53.62642026
383	53.53177369
384	53.45991389
385	53.29698789
386	53.15523524
387	53.06940316
388	52.98663471
389	52.94420041
390	52.92254609
391	52.81956713
392	52.78365937
393	52.7212938
394	52.62509365
395	52.4948265
396	52.35476117
397	52.29216673
398	52.21067682
399	52.05529655
400	51.95283614
401	51.91988724
402	51.79900883
403	51.74435651
404	51.67385025
405	51.55802236
406	51.50425495
407	51.45289748
408	51.40204902
409	51.37446049
410	51.27785356
411	51.23921513
412	51.19679955
413	51.12609215
414	51.08381612
415	50.95949103
416	50.88296252
417	50.7000619
418	50.6673151
419	50.59050066
420	50.49009392
421	50.44685919
422	50.3894217
423	50.34866226
424	50.32633913
425	50.31195533
426	50.25094627
427	50.20327759
428	50.18776899
429	50.13252933
430	50.0391113
431	49.97133142
432	49.86998554
433	49.79321646
434	49.77242182
435	49.75479423
436	49.7010735
437	49.65563013
438	49.58775899
439	49.54680741
440	49.44702073
441	49.36885625
442	49.29642004
443	49.22161228
444	49.18096578
445	49.01743748
446	48.97390011
447	48.94146674
448	48.88844393
449	48.81714834
450	48.71018044
451	48.54294847
452	48.46207967
453	48.39250288
454	48.26250888
455	48.15509462
456	48.13909678
457	47.95925458
458	47.87114895
459	47.78920688
460	47.67559617
461	47.64314896
462	47.57175135
463	47.49707861
464	47.41353895
465	47.35752271
466	47.33541268
467	47.19191615
468	47.18272833
469	47.16324748
470	47.12794234
471	47.12048561
472	47.08465608
473	47.00072582
474	46.97799136
475	46.8939062
476	46.85308291
477	46.80811216
478	46.7970347
479	46.78575895
480	46.74110789
481	46.66895773
482	46.54309856
483	46.39541579
484	46.36779443
485	46.33631208
486	46.3105582
487	46.25390241
488	46.20492061
489	46.16889371
490	46.13478776
491	45.98273462
492	45.90203362
493	45.841113
494	45.77798405
495	45.65184239
496	45.5946507
497	45.53362358
498	45.47322048
499	45.39629304
500	45.30005905
501	45.27168876
502	45.24920024
503	45.23253982
504	45.14718766
505	45.06909443
506	45.03885191
507	44.88891246
508	44.87172975
509	44.73587625
510	44.66248927
511	44.62369452
512	44.52437924
513	44.46935561
514	44.46055873
515	44.35603605
516	44.30851922
517	44.26062132
518	44.2244672
519	44.21857523
520	44.17967046
521	44.12426873
522	44.06150304
523	44.02281763
524	43.84360945
525	43.76159397
526	43.69468849
527	43.60510663
528	43.5254472
529	43.45022651
530	43.27162604
531	43.24155744
532	43.12434779
533	43.07243206
534	43.0397569
535	42.91838006
536	42.86160898
537	42.78993368
538	42.75147578
539	42.74214802
540	42.6994578
541	42.65466611
542	42.64304594
543	42.61934668
544	42.51651307
545	42.48353691
546	42.39007051
547	42.26390519
548	42.21626913
549	42.04286121
550	41.97504257
551	41.95391968
552	41.93169902
553	41.87987533
554	41.84666825
555	41.83490844
556	41.72514847
557	41.66951158
558	41.64473146
559	41.53667625
560	41.49991106
561	41.46200269
562	41.37930825
563	41.1992528
564	41.15443306
565	41.0573237
566	41.04579684
567	40.87709212
568	40.86348044
569	40.77995804
570	40.74082225
571	40.6592939
572	40.59314407
573	40.57352448
574	40.54214604
575	40.41684245
576	40.38736898
577	40.36916024
578	40.33516838
579	40.29657407
580	40.24557123
581	40.19008509
582	40.15473916
583	40.14447888
584	40.06528342
585	39.98519648
586	39.92852465
587	39.90517714
588	39.87373861
589	39.83594453
590	39.79758542
591	39.75609948
592	39.69646138
593	39.67175111
594	39.64224006
595	39.6150588
596	39.6048289
597	39.51316582
598	39.46789585
599	39.35070024
600	39.33858038
601	39.29108242
602	39.25017989
603	39.22602052
604	39.17093476
605	39.1175975
606	39.10277054
607	39.09149524
608	39.03449839
609	38.98100361
610	38.95803766
611	38.8588861
612	38.84995189
613	38.75267226
614	38.68996856
615	38.61899697
616	38.60893398
617	38.56942477
618	38.46857801
619	38.33360992
620	38.27279333
621	38.23523309
622	38.19125399
623	38.11005535
624	38.07353793
625	38.05680657
626	37.97457308
627	37.95132784
628	37.9089629
629	37.76475895
630	37.75352267
631	37.68388578
632	37.61894676
633	37.60113958
634	37.58555525
635	37.53172112
636	37.4533698
637	37.41770509
638	37.34216281
639	37.28091934
640	37.21114811
641	37.1934776
642	37.16058448
643	37.14445431
644	37.11846653
645	37.0416165
646	37.02949
647	37.02099773
648	36.92007228
649	36.88575226
650	36.83633913
651	36.77308983
652	36.70539142
653	36.63756425
654	36.60513694
655	36.56549652
656	36.5323926
657	36.50485583
658	36.35654415
659	36.31589486
660	36.21891656
661	36.15036985
662	36.01786567
663	35.99802362
664	35.97224071
665	35.93843449
666	35.86495614
667	35.77227462
668	35.72064643
669	35.68857327
670	35.64145649
671	35.58697059
672	35.52366748
673	35.38869472
674	35.32960848
675	35.3130165
676	35.27805056
677	35.22340466
678	35.19487776
679	35.18500508
680	35.13688951
681	35.11703017
682	35.06846169
683	34.91658031
684	34.8738106
685	34.86207808
686	34.85490948
687	34.83116075
688	34.81919038
689	34.75971688
690	34.70732134
691	34.68193702
692	34.63903211
693	34.6246939
694	34.61884857
695	34.61376449
696	34.60727811
697	34.57594952
698	34.56194481
699	34.53958151
700	34.46306367
701	34.43476526
702	34.42645883
703	34.38629289
704	34.32135064
705	34.3039892
706	34.28875914
707	34.27355425
708	34.24485378
709	34.22881557
710	34.21297257
711	34.1999534
712	34.18698136
713	34.18232479
714	34.17553542
715	34.135397
716	34.10467714
717	34.07222437
718	34.04837964
719	34.02995317
720	34.01652339
721	34.01242501
722	33.99818874
723	33.94296231
724	33.88315207
725	33.78942868
726	33.6958626
727	33.69113667
728	33.68815878
729	33.67385967
730	33.54791947
731	33.49608355
732	33.48612101
733	33.46128215
734	33.44763838
735	33.44361259
736	33.41779151
737	33.38875003
738	33.33998504
739	33.33658876
740	33.26240407
741	33.25424091
742	33.2390737
743	33.16504247
744	33.14010954
745	33.1108735
746	33.07132574
747	33.04590689
748	33.03407906
749	33.02431833
750	32.98150239
751	32.92747156
752	32.90119656
753	32.87093645
754	32.84114608
755	32.82023054
756	32.80377491
757	32.78835352
758	32.6955318
759	32.68295759
760	32.66990077
761	32.66692223
762	32.660831
763	32.64456252
764	32.58827709
765	32.56514703
766	32.55439111
767	32.528079
768	32.45016501
769	32.43800983
770	32.42518211
771	32.40881988
772	32.39623524
773	32.38415192
774	32.37737985
775	32.37269148
776	32.32847229
777	32.26016682
778	32.25258118
779	32.21534845
780	32.19531565
781	32.16269008
782	32.13614342
783	32.12313552
784	32.10918907
785	32.10406193
786	32.09095711
787	32.06800431
788	32.01286165
789	32.00470249
790	31.98373585
791	31.96931894
792	31.94925182
793	31.93619729
794	31.93257249
795	31.88773108
796	31.8830063
797	31.84219218
798	31.82564846
799	31.75480526
800	31.68643006
801	31.64918968
802	31.63195491
803	31.60444555
804	31.60014476
805	31.5479542
806	31.51082865
807	31.47457772
808	31.43965763
809	31.43670385
810	31.43390458
811	31.40608755
812	31.3702313
813	31.36899792
814	31.36734905
815	31.36465101
816	31.36096591
817	31.31769144
818	31.26478875
819	31.20553204
820	31.18810504
821	31.17986966
822	31.17509463
823	31.11285786
824	31.08727187
825	31.07992494
826	31.0735196
827	31.05589241
828	31.04673236
829	31.03453164
830	31.03325398
831	31.0257246
832	30.99529985
833	30.96255262
834	30.94824815
835	30.94682115
836	30.89809618
837	30.88559259
838	30.87700146
839	30.87238684
840	30.75320052
841	30.7451381
842	30.69655334
843	30.68913104
844	30.68109812
845	30.6783305
846	30.67310352
847	30.66232494
848	30.65349665
849	30.594805
850	30.57988161
851	30.56194205
852	30.54431845
853	30.48816138
854	30.44392608
855	30.38687862
856	30.34711639
857	30.26158662
858	30.2169523
859	30.15406623
860	30.14603246
861	30.11783808
862	30.10881614
863	30.06846084
864	30.02208512
865	29.87036026
866	29.85825354
867	29.8529124
868	29.84976864
869	29.78318047
870	29.75886858
871	29.73229766
872	29.72326376
873	29.69746379
874	29.67174672
875	29.63359686
876	29.62436973
877	29.62110435
878	29.58844137
879	29.58028775
880	29.57618364
881	29.56579488
882	29.56178411
883	29.5474579
884	29.53084883
885	29.46285842
886	29.42432707
887	29.41121391
888	29.37928975
889	29.33059235
890	29.24654571
891	29.21255394
892	29.20745907
893	29.15381468
894	29.1167697
895	29.11296549
896	29.05618544
897	29.01837241
898	28.99801526
899	28.98955597
900	28.96514771
901	28.85325381
902	28.75267401
903	28.71764651
904	28.6317578
905	28.57382054
906	28.5019831
907	28.49793934
908	28.44738327
909	28.43319556
910	28.41712578
911	28.38724122
912	28.3597457
913	28.3557647
914	28.34642393
915	28.24981693
916	28.21108628
917	28.17676048
918	28.13786989
919	28.09777322
920	28.07991553
921	28.05349512
922	28.01130201
923	27.99839919
924	27.99120061
925	27.98005301
926	27.9608936
927	27.92019803
928	27.91607522
929	27.87827924
930	27.83542072
931	27.83424881
932	27.80541109
933	27.7971658
934	27.78911741
935	27.7591457
936	27.74518001
937	27.66439608
938	27.65831533
939	27.62007314
940	27.60863816
941	27.58654965
942	27.56655338
943	27.51205202
944	27.4756576
945	27.46587663
946	27.44467071
947	27.43159655
948	27.39205641
949	27.38463322
950	27.37273071
951	27.3560456
952	27.35340399
953	27.34366765
954	27.34316556
955	27.29342584
956	27.28089766
957	27.27117931
958	27.25573011
959	27.20413672
960	27.18701222
961	27.18509028
962	27.15855632
963	27.14665296
964	27.14479897
965	27.11139541
966	27.0976223
967	27.08839649
968	27.07332981
969	27.07270662
970	27.01120622
971	27.0064955
972	26.96854642
973	26.88225386
974	26.87181844
975	26.85158637
976	26.81056936
977	26.78090258
978	26.76805623
979	26.72495243
980	26.72114947
981	26.71226094
982	26.70506919
983	26.65316726
984	26.63558643
985	26.6235456
986	26.62023149
987	26.60149974
988	26.55632262
989	26.52927014
990	26.47476212
991	26.46500468
992	26.40373054
993	26.36339183
994	26.35631414
995	26.3525971
996	26.29662554
997	26.29341679
998	26.28353422
999	26.27339347
